# Pathway HUMAnN v4.0.0.alpha.1	F-50179058-003S_S54_Abundance	F-50179060-003S_S8_Abundance	F-50179062-003S_S29_Abundance	F-50179064-003S_S78_Abundance	F-50179066-003S_S85_Abundance	F-50179068-003S_S28_Abundance	F-50179071-003S_S27_Abundance	F-50179073-003S_S7_Abundance	F-50179075-003S_S92_Abundance	F-50179077-003S_S61_Abundance	F-50179079-003S_S68_Abundance	F-50179081-003S_S6_Abundance	F-50179083-003S_S98_Abundance	F-50179085-003S_S5_Abundance	F-50179087-003S_S26_Abundance	F-50179089-003S_S75_Abundance	F-50179091-003S_S25_Abundance	F-50179093-003S_S104_Abundance	F-50179095-003S_S82_Abundance	F-50179097-003S_S58_Abundance	F-50179099-003S_S40_Abundance	F-50179101-003S_S39_Abundance	F-50179103-003S_S65_Abundance	F-50179105-003S_S4_Abundance	F-50179106-003S_S3_Abundance	F-50179108-003S_S89_Abundance	F-50179110-003S_S95_Abundance	F-50179112-003S_S2_Abundance	F-50179114-003S_S72_Abundance	F-50179116-003S_S38_Abundance	F-50179118-003S_S37_Abundance	F-50179120-003S_S1_Abundance	F-50179122-003S_S79_Abundance	F-50179123-003S_S101_Abundance	F-50179125-003S_S86_Abundance	F-50179127-003S_S36_Abundance	F-50179129-003S_S55_Abundance	F-50179131-003S_S16_Abundance	F-50179133-003S_S15_Abundance	F-50179135-003S_S35_Abundance	F-50179137-003S_S93_Abundance	F-50179139-003S_S62_Abundance	F-50179141-003S_S99_Abundance	F-50179143-003S_S69_Abundance	F-50179145-003S_S14_Abundance	F-50179147-003S_S34_Abundance	F-50179149-003S_S33_Abundance	F-50179151-003S_S13_Abundance	F-50179153-003S_S76_Abundance	F-50179155-003S_S83_Abundance	F-50179157-003S_S12_Abundance	F-50179159-003S_S11_Abundance	F-50179161-003S_S105_Abundance	F-50179163-003S_S59_Abundance	F-50179165-003S_S90_Abundance	F-50179167-003S_S96_Abundance	F-50179169-003S_S48_Abundance	F-50179171-003S_S47_Abundance	F-50179173-003S_S10_Abundance	F-50179176-003S_S66_Abundance	F-50179182-003S_S9_Abundance	F-50179184-003S_S102_Abundance	F-50179186-003S_S73_Abundance	F-50179188-003S_S56_Abundance	F-50179190-003S_S24_Abundance	F-50179192-003S_S46_Abundance	F-50179194-003S_S45_Abundance	F-50179196-003S_S80_Abundance	F-50179198-003S_S87_Abundance	F-50179200-003S_S44_Abundance	F-50179201-003S_S23_Abundance	F-50179203-003S_S63_Abundance	F-50179205-003S_S43_Abundance	F-50179207-003S_S94_Abundance	F-50179209-003S_S100_Abundance	F-50179211-003S_S42_Abundance	F-50179213-003S_S41_Abundance	F-50179215-003S_S106_Abundance	F-50179217-003S_S70_Abundance	F-50179219-003S_S22_Abundance	F-50179221-003S_S60_Abundance	F-50179223-003S_S53_Abundance	F-50179225-003S_S21_Abundance	F-50179227-003S_S77_Abundance	F-50179229-003S_S52_Abundance	F-50179231-003S_S67_Abundance	F-50179233-003S_S74_Abundance	F-50179235-003S_S51_Abundance	F-50179237-003S_S84_Abundance	F-50179239-003S_S20_Abundance	F-50179241-003S_S19_Abundance	F-50179243-003S_S91_Abundance	F-50179245-003S_S97_Abundance	F-50179247-003S_S18_Abundance	F-50179249-003S_S50_Abundance	F-50179251-003S_S81_Abundance	F-50179253-003S_S88_Abundance	F-50179255-003S_S49_Abundance	F-50179257-003S_S17_Abundance	F-50179259-003S_S103_Abundance	F-50179261-003S_S57_Abundance	F-50179263-003S_S32_Abundance	F-50179265-003S_S31_Abundance	F-50179267-003S_S64_Abundance	F-50179269-003S_S71_Abundance	F-50179271-003S_S30_Abundance
UNMAPPED	2043080.8851908408	1478707.2662528860	1884653.3039049425	1505300.4484642965	2822401.1323053711	1638368.1835308874	3178385.4805515497	1259539.9973768052	1798338.1401009297	740975.2614100053	1171448.6654691438	1878091.9534990923	2701400.0045652343	1272681.7336160343	1947091.5247091728	1436263.2025067972	1990399.4278651199	1897364.3949836225	1208433.8537901768	2198397.8587027723	1812917.3235703337	1656034.0781796058	823291.6533444225	1526180.5195800632	1442168.1455148759	1255445.9234299096	1680906.3873725606	1445368.2225578232	1768469.3333974648	2046777.0420908344	2186187.9242789629	1952604.9095810226	1908652.0397112793	1715758.6166989130	2469340.3516532211	2400929.3560542543	1638002.4923859613	1565090.9336565174	2601223.7160369749	1675831.4964572678	1114748.6867818616	1179694.6536559178	2229363.1274326192	1165884.5172388339	1841456.6470092752	1831211.6367016642	1508656.9379492081	2173704.6135358857	1485343.3491829596	2477750.7298529120	707633.2530189058	2289890.0505577940	2108550.7396194660	1613625.3119118533	824957.9492341925	2942036.9014824782	2018769.0095705637	2230967.2968065497	793885.9893755944	2142429.3908811943	2080925.6608713905	3752832.1699800841	1568716.9239212854	2021091.6500363082	1251676.3412895687	1790934.4362237726	1380524.9011905484	1815534.3142643983	1575953.8529974401	791213.2945809012	2365332.1037006760	1349327.1633225153	2774025.6997314943	2739375.6463394435	2113003.9149189815	2136917.9300851100	1278625.1807477335	1733601.9662099057	1038474.0446905647	2530411.0594299976	1795730.4759512667	2315335.2723493609	1216862.5715901700	1583638.9605800905	2399759.1937266700	1334439.6932169092	2258761.4239814142	1695745.3347491990	1156285.6042230560	2646870.2650961983	2491022.7047100798	2468021.9311207952	1548459.1595277272	2320515.1396793015	2508986.7648475948	1526167.4843305033	1656714.9353496330	2713331.2674273122	1908728.3771300809	977727.6048717892	2248174.4593893592	956765.5835077674	1559706.0112517623	2185334.0355512435	2144348.7810347052	2115788.6204715520
UNINTEGRATED	5009297.4125386570	5502592.0485767955	4537464.3401975287	5450153.5649579065	2733565.6348090218	5263655.0339279026	3361962.5903529325	3455387.1110640280	2240911.9578721053	1730452.0508416626	1560859.1573340129	4876517.8286677776	7115540.8822389245	4101366.3827670394	4108140.9975115512	2020477.6424744665	4660215.1444152463	3397601.6143808602	2694396.1926236716	5788899.4729704922	5867093.6070049750	5737717.6353227040	2238232.9874135335	1573849.7154460554	3988579.3152328231	2259746.1838903413	3862930.1446518661	5211258.3434992097	4923944.5259544700	3239798.0429552183	3504954.5195266311	4772981.8491644841	3487916.4382569538	4439384.2784400135	3158251.5129196611	3849198.5416961107	5366791.0777958743	4231359.8939234484	2128689.9565908043	4739235.0354469158	3167737.7391227935	2514988.3771607112	3039513.2964358679	3380055.8785985541	4674918.0074528148	2569420.4645585534	2731827.5726293246	3428067.1279171021	4981709.0393042779	3571783.3883134732	2115521.1916712183	3622576.2528478517	6073177.2036881503	6226199.8242110526	1201009.4351628562	1965322.4077668195	1969059.0653384605	4038820.3995646625	1742444.1954645037	3716847.1835146300	3782380.7826327886	5437706.1620804425	2371445.0259683891	3520959.6354972529	3196151.4978581020	5192240.3415026609	4889722.8791438909	5108101.8588356134	4675322.3682036484	2221371.5371964946	5254023.3822615538	1831081.0047051609	4720106.5543023627	5200714.2016836433	3793092.4439094630	5962632.4526700303	3587714.9357500714	3464437.2885276792	3835133.6247396315	4682881.7499579983	2475217.3546985923	4240339.8879351085	2554852.3520015879	4426402.6693779090	1921367.8494054060	1997536.0159606496	3554346.3964669202	4512989.3208428109	3695425.2512460691	4029368.9278889014	4293380.9762724536	2500148.3117610277	4780524.9906145157	3721733.8636155399	3324562.5661539566	5079264.8629193483	3679053.0593695906	5384569.7502046982	5712978.4198602652	1211816.7267134201	4973535.5935418075	1113854.4113535450	5918406.4416228263	3456098.7438703980	4498666.3647206435	3277817.5054385415
UNINTEGRATED|s__Adlercreutzia_equolifaciens.t__SGB14797	0	9295.2894567714	37110.9341934777	0	0	0	7585.7208774276	0	0	0	0	6611.6076340861	0	0	0	3624.0436950638	0	6318.1492201257	2939.2202304413	0	6737.9049502304	0	0	0	3262.1732554037	0	0	0	0	0	5505.1810853067	3707.8569628879	2400.0664355671	0	0	2361.4145833431	0	0	0	5647.8022719915	0	2785.3321558047	0	0	0	0	0	0	1674.7755589627	0	0	0	7614.3714849687	3337.2272291320	0	0	0	0	0	0	0	0	0	0	0	1736.2182915872	0	3055.4802693301	9757.9354960149	4581.9621226939	0	1852.1327065746	0	0	4664.9404125256	0	3792.5461763147	3974.9364443440	0	5253.1365844303	4074.2025691305	0	0	0	0	0	0	0	0	0	0	0	7904.3259429090	3641.4471917546	5695.6328849837	5825.6517527240	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|s__Allobaculum_stercoricanis.t__SGB29316	0	61805.5615378271	0	11829.1348677973	0	2596.8835061674	0	0	0	0	0	0	0	0	0	0	0	0	1196.1913700228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10175.6984059767	0	0	0	0	13351.6365059241	0	0	0	39879.0371903345	2488.7851896448	44808.7194767890	0	130.3151028948	9471.6153314238	0	293.8760064068	636.5291042446	4736.7056622624	6752.2226497020	6703.5579508012	257.4005960218	0	226733.3493157132	27942.3879193486	430.3449877766	28487.9693333435	24964.3463006363	8311.0798481374	1122.0414952324	2732.6980021976	19590.1872688764	3681.2284862217	23361.9901215766	1763.6169531301	6389.4305914543	575.6217567283	36223.7897897742	241.3132793592	0	1660.1233251399	0	6735.5285691106	0	3799.0056204558	443.4019909196	944.2612619471	0	5631.8868013215	1344.7858225652	4007.0263145511	0	0	0	84229.3261835517	8853.4382647817	5424.8741077564	6601.4517811231	2598.1021931574	0	1375.5278996915	23777.1543815024	0	104631.4953444578	86188.7719791423	22594.1602443605	6120.1287267533	15350.1698662979	12693.3429437956	25550.9561270878	17428.0466480770	13450.0768140700	44417.3467564165
UNINTEGRATED|s__Atopobiaceae_unclassified_SGB105119.t__SGB105119	0	0	6069.8188154491	0	7429.1994038166	0	12601.4153683599	0	0	0	0	7506.9159826239	8868.2748529244	0	836.4805227920	1029.0044472491	751.2773070277	0	4926.2200069977	1783.3642404943	9007.4511038943	455.8613207445	0	0	3752.8071009879	198.8567845259	0	3330.7174925584	2967.8209957064	0	1234.8826498556	10728.6878776228	1279.1935873392	0	3110.0583754811	1547.6291274414	0	5001.3780474987	0	0	2104.1651006248	0	0	0	0	0	1941.9711459411	0	2890.7077667417	0	931.3532882562	0	1924.8170695797	0	0	0	0	0	0	0	0	0	0	0	403.1092948372	0	0	1770.9736155822	6316.7914628301	0	840.3835344228	12341.0487329844	2544.9866587511	0	0	0	10482.9930345611	1905.2655243976	0	5400.7536380776	4340.5371548174	396.6790025400	0	0	0	0	11059.1637112279	0	2299.1234399706	5868.2523629641	0	0	6135.7853929584	4861.9807912112	0	0	0	0	0	0	20160.8767679721	0	0	0	0	0
UNINTEGRATED|s__Atopobiaceae_unclassified_SGB63087.t__SGB63087	710.6568669804	36211.9121087055	0	0	15161.1186357511	5942.8526097025	24018.2629288833	4844.5205242982	3667.2251577330	0	0	21034.4287925638	2941.2345230656	629.5644514287	5787.5282879011	1526.4799531310	4659.3681300074	5692.6876350760	3118.0362253638	13075.7393049805	36552.8494027165	6358.4181214713	1896.0176804882	0	6500.5669225311	2270.6648816513	36381.4255713220	6918.1437003183	13560.6671034182	2789.0488755615	5606.0008524662	4819.9855093213	9759.5888643263	0	8448.7349406773	6624.3227665508	0	13191.0591686668	0	11051.6659250256	5147.0044524704	3784.4136105657	0	0	0	17409.2623002306	725.3766318042	0	5489.0892560736	21470.4308651400	4933.8613130581	7331.7986926556	24910.9388664868	1820.1846587448	0	4231.6355658277	0	0	3211.7190599331	0	0	5732.7896593665	10090.3243378011	0	1056.6369249693	4806.4909771903	0	13483.7567539156	30016.0288624113	6104.3337461409	13517.1739475167	3883.1407228832	7711.5373932902	0	10447.4228669825	0	11934.7841741434	5993.3273429911	1888.8629504217	32959.4376855865	13893.2739091343	2093.9181668652	13313.9237501795	1741.8653123354	10619.1395131944	0	6618.0057040565	0	2921.5263799489	5722.8155260840	6873.8573383238	4399.6060051318	35315.9162622276	8491.1058795088	1270.9841579185	14252.8360501378	4306.3594468107	0	0	0	4520.6038209815	0	0	0	0	0
UNINTEGRATED|s__Bacteroides_SGB63885.t__SGB63885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8646.1703086232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|s__Bifidobacterium_animalis.t__SGB100575	14765.8363813861	0	0	0	0	0	0	0	0	0	3761.2697798120	22414.6843142390	0	0	0	0	0	0	0	0	0	0	0	4572.9304725269	0	9414.8476711591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9826.8460799291	0	0	5746.9414535253	0	0	0	0	0	22087.3986239703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6561.3346929909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23693.3840578601	0	0	0	0	11535.5108607656	0	0	0	0	0
UNINTEGRATED|s__Bifidobacterium_animalis.t__SGB17278	27609.4148957217	0	4701.9253578307	0	5091.5633922131	28377.5813596617	0	0	13831.1175661225	3773.4531883524	5444.5096753662	29135.0738238810	12173.0969109754	12988.0908228262	0	58831.6393698922	24792.8480653852	19795.7697824427	9815.7366389616	24640.9579746235	51041.1945672273	0	13789.5890411798	2657.5424770077	7795.7159309609	20892.6001126835	7249.7946524203	47696.3595316928	22268.3674697662	17851.8134923400	23903.3173617839	25996.4920109519	8817.2744374616	0	20015.8611440915	24238.7692496286	4707.2921324486	36058.4494355106	0	15652.7745885141	10899.6253322812	23929.8862017047	0	0	0	4034.5768422953	2863.8251634663	2637.1306196898	63796.5951424311	6570.1421259140	20236.0534325816	6218.7965572083	18407.4586086831	21723.9808899579	2734.9373651045	0	0	0	1235.5646370194	4084.3165615746	0	0	0	0	14597.0409277275	16849.2543646091	0	6070.6508323160	27152.4026277127	2319.0982193875	18751.8549773921	5929.3827867374	32590.5806916136	2694.9642544968	2709.9805662491	0	13976.2256955360	17331.8940406123	17095.1219546291	0	0	2801.0148081791	5862.0868717336	9447.3106210896	0	3913.9820893290	4904.6201603505	0	0	0	8309.0039714522	0	10062.0739020470	15516.1505635362	46519.2255582803	38179.0986166724	1734.2915578079	4856.7218136920	0	0	17218.2019713641	0	0	3306.8185743848	0	0
UNINTEGRATED|s__Bifidobacterium_canis.t__SGB53847	6202.0942639285	0	4054.7477306146	0	850.4662511680	58823.7696872122	20822.5744129129	0	6383.9777516998	2088.9997641541	0	8427.0191041566	3914.1137024526	19613.9908604018	0	20033.0654915139	11297.9796868692	4457.5053443919	4425.0865108983	4866.3471748784	22431.6473038751	0	2112.0025808280	5454.0805916170	1663.0615740617	6626.1024556905	481.6625106067	23536.6450155223	12395.1409442743	9179.3728541945	5751.2191263169	10345.6794672598	1836.4997854188	0	4027.6383187043	7058.0956999612	4465.9380562344	5315.4656601781	0	0	1977.4246331619	6044.6073692109	0	0	6559.4193571170	1786.4527005343	1145.7575122452	2322.0187936471	21972.2663754743	1950.4072923163	5979.4144073361	956.3958056363	0	15826.1711895746	0	36129.2489672916	0	0	1041.8766335029	13677.6002412328	0	0	0	16973.5503968001	3675.4272282640	0	3839.2295398431	0	6997.7198526532	0	6883.0968862217	657.7800418714	27217.6870284157	4627.4753414553	0	0	4445.0765478374	8212.1540736299	2389.8257484132	0	0	1850.0307484827	691.8252307283	12688.7070710615	0	2794.6757983451	2580.5227484702	0	3461.5405100641	21843.9286394828	1607.8569118936	0	3680.9794603320	3208.2640299470	149351.1982248786	12273.4986096366	0	6928.9669455325	0	0	0	0	0	14493.7734520999	0	0
