# Pathway HUMAnN v4.0.0.alpha.1	F-50179058-003S_S54_Abundance	F-50179060-003S_S8_Abundance	F-50179062-003S_S29_Abundance	F-50179064-003S_S78_Abundance	F-50179066-003S_S85_Abundance	F-50179068-003S_S28_Abundance	F-50179071-003S_S27_Abundance	F-50179073-003S_S7_Abundance	F-50179075-003S_S92_Abundance	F-50179077-003S_S61_Abundance	F-50179079-003S_S68_Abundance	F-50179081-003S_S6_Abundance	F-50179083-003S_S98_Abundance	F-50179085-003S_S5_Abundance	F-50179087-003S_S26_Abundance	F-50179089-003S_S75_Abundance	F-50179091-003S_S25_Abundance	F-50179093-003S_S104_Abundance	F-50179095-003S_S82_Abundance	F-50179097-003S_S58_Abundance	F-50179099-003S_S40_Abundance	F-50179101-003S_S39_Abundance	F-50179103-003S_S65_Abundance	F-50179105-003S_S4_Abundance	F-50179106-003S_S3_Abundance	F-50179108-003S_S89_Abundance	F-50179110-003S_S95_Abundance	F-50179112-003S_S2_Abundance	F-50179114-003S_S72_Abundance	F-50179116-003S_S38_Abundance	F-50179118-003S_S37_Abundance	F-50179120-003S_S1_Abundance	F-50179122-003S_S79_Abundance	F-50179123-003S_S101_Abundance	F-50179125-003S_S86_Abundance	F-50179127-003S_S36_Abundance	F-50179129-003S_S55_Abundance	F-50179131-003S_S16_Abundance	F-50179133-003S_S15_Abundance	F-50179135-003S_S35_Abundance	F-50179137-003S_S93_Abundance	F-50179139-003S_S62_Abundance	F-50179141-003S_S99_Abundance	F-50179143-003S_S69_Abundance	F-50179145-003S_S14_Abundance	F-50179147-003S_S34_Abundance	F-50179149-003S_S33_Abundance	F-50179151-003S_S13_Abundance	F-50179153-003S_S76_Abundance	F-50179155-003S_S83_Abundance	F-50179157-003S_S12_Abundance	F-50179159-003S_S11_Abundance	F-50179161-003S_S105_Abundance	F-50179163-003S_S59_Abundance	F-50179165-003S_S90_Abundance	F-50179167-003S_S96_Abundance	F-50179169-003S_S48_Abundance	F-50179171-003S_S47_Abundance	F-50179173-003S_S10_Abundance	F-50179176-003S_S66_Abundance	F-50179182-003S_S9_Abundance	F-50179184-003S_S102_Abundance	F-50179186-003S_S73_Abundance	F-50179188-003S_S56_Abundance	F-50179190-003S_S24_Abundance	F-50179192-003S_S46_Abundance	F-50179194-003S_S45_Abundance	F-50179196-003S_S80_Abundance	F-50179198-003S_S87_Abundance	F-50179200-003S_S44_Abundance	F-50179201-003S_S23_Abundance	F-50179203-003S_S63_Abundance	F-50179205-003S_S43_Abundance	F-50179207-003S_S94_Abundance	F-50179209-003S_S100_Abundance	F-50179211-003S_S42_Abundance	F-50179213-003S_S41_Abundance	F-50179215-003S_S106_Abundance	F-50179217-003S_S70_Abundance	F-50179219-003S_S22_Abundance	F-50179221-003S_S60_Abundance	F-50179223-003S_S53_Abundance	F-50179225-003S_S21_Abundance	F-50179227-003S_S77_Abundance	F-50179229-003S_S52_Abundance	F-50179231-003S_S67_Abundance	F-50179233-003S_S74_Abundance	F-50179235-003S_S51_Abundance	F-50179237-003S_S84_Abundance	F-50179239-003S_S20_Abundance	F-50179241-003S_S19_Abundance	F-50179243-003S_S91_Abundance	F-50179245-003S_S97_Abundance	F-50179247-003S_S18_Abundance	F-50179249-003S_S50_Abundance	F-50179251-003S_S81_Abundance	F-50179253-003S_S88_Abundance	F-50179255-003S_S49_Abundance	F-50179257-003S_S17_Abundance	F-50179259-003S_S103_Abundance	F-50179261-003S_S57_Abundance	F-50179263-003S_S32_Abundance	F-50179265-003S_S31_Abundance	F-50179267-003S_S64_Abundance	F-50179269-003S_S71_Abundance	F-50179271-003S_S30_Abundance
1CMET2-PWY: folate transformations III (E. coli)	0.00425558	0.00541585	0.00423851	0.00460891	0.00367433	0.00347642	0.00394464	0.00408405	0.00371992	0.00419408	0.0048058	0.00410674	0.00408316	0.00366688	0.00389673	0.00406804	0.00336616	0.0039717	0.00506133	0.00413782	0.00365138	0.00437496	0.00373246	0.00294201	0.00405455	0.00328759	0.00509855	0.00377331	0.0042657	0.00452112	0.00507421	0.00404759	0.00424421	0.00379642	0.00311412	0.00343446	0.00181409	0.00426554	0.00235253	0.00403059	0.00490364	0.0046915	0.00416759	0.00450341	0.00414228	0.00379304	0.00360049	0.00424726	0.00381726	0.00315156	0.00553408	0.00386902	0.00420252	0.00376399	0.00435824	0.0024974	0.0044105	0.00491475	0.00335431	0.00470378	0.00558846	0.00431485	0.00489881	0.0047332	0.00376327	0.00420347	0.00518551	0.00656792	0.00414505	0.00490755	0.00447056	0.00355399	0.00344447	0.00320064	0.00456666	0.00627815	0.00537967	0.00493642	0.00529594	0.00373699	0.0036906	0.00427256	0.00376203	0.00309788	0.00342236	0.00299971	0.00524239	0.0056667	0.00499055	0.00389443	0.00604616	0.00338602	0.00417296	0.00402307	0.00417153	0.00337897	0.00540507	0.00481852	0.00596779	0.00406869	0.00569407	0.00463826	0.00422623	0.00423956	0.00524828	0.00383231
1CMET2-PWY: folate transformations III (E. coli)|s__Blautia_SGB59878.t__SGB59878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97294e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.84763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31198e-05	0	0	0	0	0	0	0.000120261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|s__Blautia_caecimuris.t__SGB4862	0	0	0	2.07699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96397e-05	0	0	0	0	0	0	0	0	0	6.19733e-05	0	0	0	0.000178334	0	0	0	0	2.33899e-05	0	0	0	0	1.37872e-05	0	7.56172e-05	0.000179696	0	0.000100345	2.04736e-05	1.66184e-05	0	4.23926e-05	9.21296e-05	0	0	0	0	2.91514e-05	1.68158e-05	0	1.39315e-05	0	0	0	0	0	4.68505e-05	0	9.4733e-06	0	0	0	0	7.53694e-05	0	0	4.76815e-05	0	1.16758e-05	0	0	1.79628e-05	0	0	0	9.3478e-05	0	0	0	1.52672e-05	0.000115934
1CMET2-PWY: folate transformations III (E. coli)|s__Candidatus_Catenibacterium_tridentinum.t__SGB6783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131177	0	0	0	0	6.66874e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72372e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94101e-05
1CMET2-PWY: folate transformations III (E. coli)|s__Escherichia_coli.t__SGB10068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|s__Faecalimonas_umbilicata.t__SGB4583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0183e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76524e-05	0	0	0	0	0	0	0	0	0	1.6514e-05	0	0	3.46907e-05	0	1.60667e-05	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|s__GGB3602_SGB66069.t__SGB66069	0	4.0879e-05	0	2.26619e-05	0	0	0	0	0	0	0	2.44433e-05	7.68871e-05	0	0	0	0	0	0	5.86486e-05	0	4.0565e-05	0	0	0	0	0	5.25718e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06904e-05	0	1.2871e-05	0	0	1.13557e-05	0	4.93289e-05	0	7.65626e-05	0	2.97509e-05	0	0	0	3.60394e-05	0	3.31089e-05	0	0	0	0	5.47556e-05	3.49371e-05	1.38783e-05	0.000212332	0	0	0	0	2.4767e-05	4.02244e-05	0	5.17496e-05	0	0	0	0	0	6.83055e-05	6.61024e-05	0	0	0	0.000111163	2.40918e-05	0	0	0	2.63012e-05	0	0	1.49647e-05	0	0.00014694	4.32056e-05	4.01102e-05	0	0	0	0	3.0412e-05	3.79612e-05	2.26702e-05
1CMET2-PWY: folate transformations III (E. coli)|s__GGB41473_SGB58537.t__SGB58537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83073e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08057e-05	0	0	0	0	3.48127e-05	0	2.34763e-05	0	0	0	0	0	2.00107e-05	0	4.21642e-05	5.46763e-05	0	0	0	0.000107011	0	1.22488e-05	0	0	0	0	0	2.03765e-05	0	0	0	0	0	0	0	0	4.75605e-05	0	0	0	0	0	0	0	0	4.5202e-05	9.69142e-05	0	0	5.3528e-05	0	5.02789e-05	2.86333e-05	2.37334e-05	0	5.46611e-06	4.17558e-05	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|s__Muribaculum_gordoncarteri.t__SGB2087	0	0	0.000102828	0	3.77256e-05	0	0.00011553	0	0	0	0	0	0	0	0	0	0	0	0	0	9.40718e-05	6.44213e-05	0	0	3.83967e-05	0	0	0	0	0	0	0	7.68767e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.09657e-05	0	0	0	4.4281e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.81272e-05	0	0	0	0.000211505	0	0	1.18812e-05	0	0	0	3.17945e-05	0	0	4.12655e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000477056	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|s__Phocaeicola_coprocola.t__SGB1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000197647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
